"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","dist","Exp1-Exp1","Exp1-Exp2",210,130,11759,0.032,0.192,"ns",0.9938,1,2
"2","dist","Exp1-Exp1","Exp2-Exp1",210,416,19590,1.74e-29,1.044e-28,"****",1.01396,1,3
"3","dist","Exp1-Exp1","Exp2-Exp2",210,325,42930,4.59e-07,2.754e-06,"****",1.03412,1,4
"4","dist","Exp1-Exp2","Exp2-Exp1",130,416,15103,2.9e-14,1.74e-13,"****",1.05428,2,3
"5","dist","Exp1-Exp2","Exp2-Exp2",130,325,28813,1.3e-09,7.8e-09,"****",1.07444,2,4
"6","dist","Exp2-Exp1","Exp2-Exp2",416,325,109655,6.29e-48,3.774e-47,"****",1.0946,3,4
