"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Bacteria_name","Genus","Species","AbundLev"
"ASV6842",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV2703",12.2020853124056,23.4204111860171,3.40437248218844,6.8795090162877,6.00591968923937e-12,6.95903303122736e-11,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Solobacterium sp.","Solobacterium",NA,"High"
"ASV6844",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV31",8461.96969791929,-0.513993039206252,2.37817655493209,-0.216129049855565,0.828887156290905,0.866268341770691,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV856",41.8573190786516,10.1309560306549,3.12184017811034,3.24518727822485,0.0011737340370723,0.00539310553240981,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV1578",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV3269",4.25107111670054,6.83279749295952,3.41172836199523,2.00273784075928,0.0452054348592967,0.0795197913531523,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Floricoccus sp.","Floricoccus",NA,"NS"
"ASV6421",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2704",10.5725692311344,8.14568949423507,3.40497823279741,2.3922882724401,0.0167436855883212,0.0518859559219489,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV1204",14.981744093169,8.64872808075876,3.10326258973449,2.78697913266139,0.00532019047568734,0.0206982592959223,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1670",10.9469168988443,23.2619539112731,3.40482168580372,6.83206230983049,8.3702476215553e-12,8.55150690469062e-11,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"High"
"ASV1813",13.0379103589559,8.44874179268627,3.40411558897999,2.4819197738282,0.0130676692594885,0.0435316732206711,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1036",5.07944593490621,-4.28959697244504,3.5386140724017,-1.21222514936014,0.225426207005025,0.288134696243833,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV42",713.333503721535,-3.43044196568874,3.33405762844079,-1.02890901957595,0.303522429572418,0.374846079232931,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV988",15.2930707972515,8.67887751750343,3.40357132795313,2.54993260938146,0.010774374369177,0.0375342584233421,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV451",92.1955278718768,11.270353331624,3.11934749659575,3.61304835191453,0.00030261824561465,0.00145311283705053,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV2702",12.2020853124056,23.4204111860171,3.40437248218844,6.8795090162877,6.00591968923937e-12,6.95903303122736e-11,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"High"
"ASV181",6.42370354194363,2.68696545695622,3.35521264444873,0.800833133900431,0.423228254343055,0.489328979533294,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV469",50.2768121243545,25.3527644467753,3.40138080149398,7.45366835599227,9.07800260072387e-14,3.72198106629679e-12,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella sp.","Parasutterella",NA,"High"
"ASV5048",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV34",331.410638736572,-4.05715146092893,3.33935131601155,-1.21495197030503,0.224384410492101,0.288134696243833,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV12",1705.19666649767,-5.68875135290364,3.07531908124037,-1.8498084922652,0.0643411564428622,0.0947343546520595,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio sp.","Succinivibrio",NA,"NS"
"ASV2632",6.5001683221461,7.44554037390256,3.40782068860597,2.18483924309653,0.0289006355693574,0.0726605601814504,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV2452",6.50623155499613,7.44653513419587,3.40781559529838,2.18513441410079,0.0288789926185347,0.0726605601814504,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2464",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV83",4387.67528996053,-27.8075178892971,3.53382593428608,-7.86895517956939,3.57615255140555e-15,3.1768155164986e-13,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella sp.","Olsenella",NA,"Low"
"ASV25",586.088741540448,-2.05092217430838,3.26660882448292,-0.627844435776,0.530105853461096,0.592340502924034,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella copri","Prevotella","copri","NS"
"ASV1733",7.41276509278051,7.6332690461684,3.40691896012969,2.24051969991028,0.0250572033098741,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV548",3.10503813752219,-3.60631327248178,3.54149615118341,-1.01830218600597,0.308534369874922,0.375949463065349,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis sp.","Incertae Sedis",NA,"NS"
"ASV404",8.75532876044168,22.962200544569,3.40591861290104,6.7418523911852,1.56379913968559e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus bromii","Ruminococcus","bromii","High"
"ASV145",36.251233629403,-19.3073284775861,3.53449057581368,-5.46254914631972,4.69345535781873e-08,2.29505661074989e-07,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospiraceae UCG-005 sp.","UCG-005",NA,"Low"
"ASV3956",5.13215740552127,7.10218700891338,3.40980557485851,2.08287154589689,0.0372629338688777,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV18",6851.51774781395,1.7822386481724,3.2691472612215,0.545169276805987,0.585637099828991,0.646262058403421,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV346",6.19490485091359,7.37302692195526,3.40820156359216,2.16331891890346,0.0305166589547334,0.0729389202819413,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV2728",7.66581714012434,2.61649297341187,3.35146181638445,0.780702009081678,0.434977778707346,0.500741157777571,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV955",32.5895729384569,-6.97866834019151,3.5345667173707,-1.97440560561347,0.0483356411627242,0.0847463708543816,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"NS"
"ASV4587",6.19490485091359,7.37302692195526,3.40820156359216,2.16331891890346,0.0305166589547334,0.0729389202819413,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV1321",13.1329931406625,23.5302145327806,3.40408851779555,6.91233920909276,4.76726221453139e-12,6.29468091741822e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"High"
"ASV1028",27.5266665914707,9.52633474407285,3.1090853708458,3.06403125285726,0.00218376095654323,0.00954052942489787,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV530",19.7618086645294,2.72357793333564,3.33950457924003,0.815563467188129,0.414749851212704,0.480568849339938,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella sp.","Weissella",NA,"NS"
"ASV313",7.18102176714478,-4.8009224899561,3.53718829774169,-1.35727082808151,0.174695172898114,0.234540370666738,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum sp.","Cellulosilyticum",NA,"NS"
"ASV883",7.61916890235932,-4.87769937502232,3.53701430435604,-1.37904428857275,0.16788109919151,0.227453553983466,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"NS"
"ASV102",16.174584092543,-20.1965499786421,3.53531704884226,-5.71279738128606,1.11133972919208e-08,5.58815165716394e-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"Low"
"ASV1926",11.7904294730013,8.30337931699687,3.10477807385434,2.67438738598436,0.00748659156042992,0.0269618466331699,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV1050",23.705562371797,9.31098717458013,3.40245456613927,2.7365500386814,0.00620871516652495,0.0230983112813595,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1936",3.14697906507907,-3.59807394020205,3.54153978195282,-1.01596315775904,0.309646931117614,0.375949463065349,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV6849",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV79",58.0068363312818,25.5416346024061,3.40125330853131,7.5094773265903,5.93638989645324e-14,2.74877042699986e-12,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"High"
"ASV6851",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV3013",4.25107111670054,6.83279749295952,3.41172836199523,2.00273784075928,0.0452054348592967,0.0795197913531523,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1496",5.07944593490621,-4.28959697244504,3.5386140724017,-1.21222514936014,0.225426207005025,0.288134696243833,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2617",4.25107111670054,6.83279749295952,3.41172836199523,2.00273784075928,0.0452054348592967,0.0795197913531523,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV27",651.901307667491,-25.2043727402325,3.53385768322747,-7.13225460658998,9.87380103791388e-13,2.39215270600368e-11,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"Low"
"ASV7816",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV1132",15.1664775337312,8.66682262987357,3.40359773620073,2.54637101726009,0.0108849429166521,0.0376732115232179,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV6848",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV3801",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1598",16.6112601744401,8.79732035584152,3.40332325264783,2.58492059165908,0.00974014271362661,0.0343807686514105,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV78",13.5213497811726,-0.831553944582553,3.35697376603402,-0.247709396181837,0.804359261309618,0.842285827658205,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV2221",6.53774203680981,7.45278562198196,3.40778367199597,2.18698906366224,0.028743322374208,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV4332",6.19490485091359,7.37302692195526,3.40820156359216,2.16331891890346,0.0305166589547334,0.0729389202819413,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV101",538.481676664176,-0.788846380565018,3.13534071758993,-0.251598295566227,0.801351576194614,0.840788169511278,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2428",7.19226898523925,4.20335092396883,3.3645975219465,1.24928788556471,0.211559797224945,0.276375911570823,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV6423",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV30",7260.4723079032,1.3853325516077,2.36546464387383,0.585649231830833,0.558111257062916,0.620125778868343,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus reuteri","Lactobacillus","reuteri","NS"
"ASV1464",6.53774203680981,7.45278562198196,3.40778367199597,2.18698906366224,0.028743322374208,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"NS"
"ASV1381",8.6663092115851,22.94881803994,3.40597800077132,6.73780571534606,1.60796371093337e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"High"
"ASV3779",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV321",247.086412618291,5.89529677697466,3.27240890260004,1.80151593289294,0.071621598313664,0.104301398637112,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV652",3.05858334526537,-3.57262029166751,3.54167613078931,-1.00873715148858,0.313100709393141,0.378418771216653,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1339",6.40635023962524,-4.62883101993996,3.53761337588923,-1.30846153270676,0.190716813715145,0.250992744963388,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Solobacterium sp.","Solobacterium",NA,"NS"
"ASV6846",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2194",5.12609417267124,7.10104077573605,3.40981302138763,2.0825308400184,0.0372940089457951,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV210",362.26510294417,-24.5340294422406,3.53388755737046,-6.94250426589581,3.85209315335828e-12,5.70323791872212e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus porcorum","Streptococcus","porcorum","Low"
"ASV6425",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV5820",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1726",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV4199",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV3325",8.32347202568888,7.79996607111314,3.40621072720933,2.28992469808336,0.022025682226206,0.0663693237834117,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV91",1906.48006942942,0.189525809718596,2.33345475269314,0.0812211205294882,0.935266103251708,0.948361138327635,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV3324",9.19849508165957,23.0249528050134,3.40566225379244,6.76078574126764,1.37245362137841e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"High"
"ASV21",5049.13202211809,1.29579657640305,3.33175311398401,0.388923348180975,0.6973328499113,0.750865472732773,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1133",30.498746340403,9.6742718533637,3.10584144939664,3.11486339885222,0.0018403011353115,0.00822817023352497,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV2084",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV3781",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV1709",12.7326468877234,8.41380884639199,3.40420604977808,2.47159211967809,0.0134512890374269,0.0438609469353114,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella sp.","Parasutterella",NA,"NS"
"ASV54",168.013120765398,-1.98534427242025,3.1957375560283,-0.621247595465147,0.534436727906979,0.595930493670335,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV69",682.835981434569,-25.2661889461153,3.5338559912284,-7.14975058656325,8.69357115812925e-13,2.206511155849e-11,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerosporobacter sp.","Anaerosporobacter",NA,"Low"
"ASV14",7005.35024563366,-0.0126413380722995,1.70484272541308,-0.00741495850840818,0.994083773301142,0.994083773301142,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera sp.","Megasphaera",NA,"NS"
"ASV182",412.077637254909,-1.7928976070883,2.59249595383139,-0.691571998189089,0.489206151712286,0.552429828098831,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV41",4395.11802313592,2.00563335073523,1.96636910083374,1.01996789406671,0.307743687680058,0.375949463065349,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Intestinibacter sp.","Intestinibacter",NA,"NS"
"ASV197",762.296728814868,2.42778688986108,3.33191715726225,0.728645634111723,0.46621845640933,0.52983888542894,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV5047",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV241",244.601978651385,-23.8686678156376,3.53391977161539,-6.75416233479656,1.43662828158048e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"Low"
"ASV467",2.53972296745311,-3.28018621738949,3.54342485826048,-0.925710675010553,0.354596358709491,0.415384305916832,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV834",31.6247650277811,6.25523668975359,3.35449308165417,1.86473381744732,0.0622187241096715,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV7817",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1968",8.75532876044168,22.962200544569,3.40591861290104,6.7418523911852,1.56379913968559e-11,1.08486665560442e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"High"
"ASV402",116.560500487268,11.6086390716474,3.10735457405232,3.73585916733941,0.000187075351819448,0.000906465113816054,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"High"
"ASV332",248.4997029839,5.49140829724795,3.03013301888949,1.81226641306344,0.0699450415934779,0.102138923751572,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV2051",5.12609417267124,7.10104077573605,3.40981302138763,2.0825308400184,0.0372940089457951,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1443",6.53774203680981,7.45278562198196,3.40778367199597,2.18698906366224,0.028743322374208,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV92",9.05313459690862,-5.12509117874672,3.53651234685293,-1.4491936337526,0.147283514910539,0.201287470377736,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrionaceae UCG-001 sp.","Succinivibrionaceae UCG-001",NA,"NS"
"ASV201",84.8472153247411,-0.2681711390361,3.3347832720371,-0.0804163620720947,0.935906113996878,0.948361138327635,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc sp.","Leuconostoc",NA,"NS"
"ASV2279",10.8778327023669,23.2544244919679,3.40484761208286,6.82979890478636,8.5033745956586e-12,8.55150690469062e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"High"
"ASV33",3578.4413083997,-0.363514390662042,3.21658901582616,-0.113012383264847,0.910020737686062,0.93207704300897,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV22",11288.913200022,1.40313527697284,2.0575784743768,0.681935243027764,0.495279899154266,0.555756181577313,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV5046",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV1522",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
