"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Bacteria_name","Genus","Species","AbundLev"
"ASV391",8.55508030403157,-5.05706932248335,3.5366419456351,-1.42990707010212,0.152743692572171,0.208215826447487,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV400",85.3511096191646,-0.649906396182129,3.20646562003079,-0.202686220030605,0.839380294446974,0.874650434746337,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV3798",5.13215740552127,7.10218700891338,3.40980557485851,2.08287154589689,0.0372629338688777,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV2040",6.50623155499613,7.44653513419587,3.40781559529838,2.18513441410079,0.0288789926185347,0.0726605601814504,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV169",11.827920100339,-5.52197313811563,3.53586624377684,-1.56170306154379,0.118357957240704,0.166890982035173,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV5049",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV48",6.19490485091359,7.37302692195526,3.40820156359216,2.16331891890346,0.0305166589547334,0.0729389202819413,"Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter rappini","Helicobacter","rappini","NS"
"ASV2729",2.53972296745311,-3.28018621738949,3.54342485826048,-0.925710675010553,0.354596358709491,0.415384305916832,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV148",97.9084425166915,-21.7344408088182,3.53406874065582,-6.14997681250108,7.74942754597147e-10,4.25819060000288e-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"Low"
"ASV2631",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV138",109.61983570424,-22.7799387583704,3.53404204132775,-6.44585958287353,1.14947048720172e-10,7.20785611386488e-10,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella jalaludinii","Mitsuokella","jalaludinii","Low"
"ASV5232",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV1669",13.020145765976,4.03254334015485,3.34888603983844,1.20414468936345,0.228533659631956,0.291407752592901,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV175",9.2083397162143,-5.15400571712352,3.47265762080997,-1.48416753964976,0.137764478973202,0.190697001063968,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella sp.","Prevotella",NA,"NS"
"ASV3271",8.32347202568888,7.79996607111314,3.40621072720933,2.28992469808336,0.022025682226206,0.0663693237834117,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV2504",7.75364028081909,0.195121289602136,3.35929434677323,0.0580840109440125,0.953681710307705,0.962712787109861,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV2022",9.84162325058482,2.36660666428663,3.34675854801982,0.707133971671449,0.479483226369113,0.542599914341268,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV1444",6.51341162945551,-4.64579517373123,3.53756920133786,-1.31327329850516,0.189090872631852,0.250087928319546,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV699",32.746219251092,9.77707140738197,3.40189367888908,2.87400851709591,0.0040529803314086,0.0164903703560365,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV513",52.6325889528934,1.80356580345019,3.33452030241375,0.540877139702718,0.588592268626544,0.647921306242448,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV458",116.636061114361,3.09390034197242,3.33314174964382,0.928223452333834,0.353291671551337,0.415384305916832,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"NS"
"ASV39",22.5334363810783,-20.6353967016476,3.5348989495593,-5.83761997050021,5.29517648633843e-09,2.79438521506771e-08,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella sp.","Veillonella",NA,"Low"
"ASV1275",23.9593800088366,9.3263816173444,3.4024330042142,2.74109192033844,0.00612353737615608,0.0229848269119098,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV7",112664.497483243,-0.642887706771629,1.94064866906207,-0.331274649049352,0.740437038366622,0.781173069006511,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia sp.","Romboutsia",NA,"NS"
"ASV544",41.5305558962074,3.96907892208959,3.23605897303176,1.22651625176382,0.220004463347293,0.285309924486879,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV23",2633.04609519298,-27.05698867492,3.36360168592302,-8.04405253694453,8.6915229721051e-16,9.26516348826403e-14,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus amylovorus","Lactobacillus","amylovorus","Low"
"ASV134",9.24224097808448,-5.16445397931484,3.53644008057295,-1.46035387611548,0.144192842191566,0.197570141100526,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"NS"
"ASV2539",8.75532876044168,22.962200544569,3.40591861290104,6.7418523911852,1.56379913968559e-11,1.08486665560442e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio sp.","Succinivibrio",NA,"High"
"ASV915",30.9402883668643,9.69502534346528,3.40197975260285,2.84981864928726,0.00437441631639093,0.0175305556138073,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV6",118876.828399151,4.89913027133446,1.74140424088433,2.81332166094103,0.00490325759098712,0.0193587873777492,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV2223",6.5001683221461,7.44554037390256,3.40782068860597,2.18483924309653,0.0289006355693574,0.0726605601814504,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"NS"
"ASV748",25.8970586865937,3.13044221768195,3.33816172730549,0.937774282197165,0.348360420300132,0.415384305916832,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV1078",18.0413433360898,1.36513980785937,3.34027924211031,0.408690324643907,0.682766935064834,0.73966417965357,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV3788",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV88",791.549362665013,0.463537804996159,2.53572876035639,0.182802597913118,0.854952910122056,0.888284407592701,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia sp.","Blautia",NA,"NS"
"ASV250",64.3828978685033,-22.0492617285028,3.53419799991238,-6.23883034539927,4.40854801978232e-10,2.5266194564989e-09,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium sp.","Bifidobacterium",NA,"Low"
"ASV1140",14.0807563892614,-5.76834715256905,3.53554562244627,-1.63152954835239,0.102778630226416,0.14647328853123,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera sp.","Megasphaera",NA,"NS"
"ASV1199",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Asaccharospora sp.","Asaccharospora",NA,"NS"
"ASV173",10.1933752633975,-5.29435628215908,3.53621504504306,-1.49718165177214,0.13434599827173,0.186480163151059,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospira sp.","Oscillospira",NA,"NS"
"ASV64",129.452105091942,-23.0036384932172,3.53400809769664,-6.5092206518175,7.55416927021786e-11,4.85105086870617e-10,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-007 sp.","Lachnospiraceae UCG-007",NA,"Low"
"ASV3782",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter sp.","Turicibacter",NA,"NS"
"ASV5233",4.40917486203452,6.88464947036319,3.41132994019124,2.01817167822156,0.0435733846767637,0.0794887999058751,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV114",50.3469743170461,-19.6765203554844,3.53430269737882,-5.56729913656724,2.58718038575035e-08,1.27682143111568e-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group sp.","Prevotellaceae NK3B31 group",NA,"Low"
"ASV350",188.456179651462,-23.5134828348178,3.53394937517323,-6.65359922810587,2.86010828887395e-11,1.88202187403681e-10,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Coriobacteriaceae UCG-002 sp.","Coriobacteriaceae UCG-002",NA,"Low"
"ASV211",132.432017741932,-0.442727655658609,2.88846483700552,-0.153274379520433,0.87818190410064,0.907114253654344,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera sp.","Catenisphaera",NA,"NS"
"ASV16",1736.6675005375,-26.530929052234,3.53383439070133,-7.50768884983563,6.01803334812412e-14,2.74877042699986e-12,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus sp.","Lactobacillus",NA,"Low"
"ASV980",34.5573964889347,9.85467629691439,3.10802500119693,3.17071976355378,0.00152061761999196,0.00692725804663003,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Terrisporobacter sp.","Terrisporobacter",NA,"NS"
"ASV2050",4.37766438022084,6.87588695984895,3.41139627195408,2.01556383712361,0.0438456044508955,0.0794887999058751,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
"ASV7820",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1 sp.","Clostridium sensu stricto 1",NA,"NS"
"ASV7821",3.00359023074598,6.32680215474404,3.41646560106991,1.85185595100466,0.0640465106954308,0.0945617457082122,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus sp.","Streptococcus",NA,"NS"
