"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"InfectionStatus",2,0.365196012409303,0.182598006204652,13.4970518725562,0.158307419646994,0.001
"Compartment",4,0.417192392932502,0.104298098233126,7.70937685093735,0.180847131341286,0.001
"Origin",1,0.158088285273534,0.158088285273534,11.6853728643067,0.0685290848412162,0.001
"Residuals",101,1.36640199658483,0.0135287326394538,NA,0.592316364170504,NA
"Total",108,2.30687868720017,NA,NA,1,NA
