"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","Chao1","Experiment_1","Experiment_2",21,26,499,1.39e-06,4.17e-06,"****",310.88192,1,2
"2","Chao1","Experiment_1","Slaughterhouse",21,18,300.5,0.002,0.006,"**",349.7558,1,3
"3","Chao1","Experiment_2","Slaughterhouse",26,18,232.5,0.981,1,"ns",388.62968,2,3
