"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","v.PCoA1","Infected","Non_infected",9,3,4,0.1,0.3,"ns",0.5882,1,2
"2","v.PCoA1","Infected","Worm",9,47,108,0.02,0.06,"ns",0.6935,1,3
"3","v.PCoA1","Non_infected","Worm",3,47,57,0.614,1,"ns",0.7988,2,3
