"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","chao1","Infected","Non_infected",9,3,22,0.145,0.435,"ns",4837.8,1,2
"2","chao1","Infected","Worm",9,47,146.5,0.15,0.45,"ns",4953,1,3
"3","chao1","Non_infected","Worm",3,47,24,0.059,0.177,"ns",5068.2,2,3
